Dialect_Word,SAE_Word,Dialect_Prompt,SAE_Prompt,person_in_prompt,dialect_word_count,polysemic,Polysemy_Prompt,Original_Dialect_Prompt,Original_SAE_Prompt
carnal,brother,a painting of a brother,a painting of a brother,1,1,1,a depiction of carnal desires,a painting of a carnal,a painting of a brother
carnal,brother,a man hiking with his brother,a man hiking with his brother,1,1,1,a scene showing carnal passion,a man hiking with his carnal,a man hiking with his brother
carnal,brother,a brother in a house,a brother in a house,1,1,1,a symbol of carnal temptation,a carnal in a house,a brother in a house
carnal,brother,me with my brother,me with my brother,1,1,1,a poem about carnal attraction,me with my carnal,me with my brother
carnal,brother,a brother at a table,a brother at a table,1,1,1,a movie exploring carnal themes,a carnal at a table,a brother at a table
carnal,brother,a brother at a park,a brother at a park,1,1,1,a novel depicting carnal relations,a carnal at a park,a brother at a park
carnalita,sister,a painting of a sister,a painting of a sister,1,1,0,,a painting of a carnalita,a painting of a sister
carnalita,sister,a man hiking with his sister,a man hiking with his sister,1,1,0,,a man hiking with his carnalita,a man hiking with his sister
carnalita,sister,a sister in a house,a sister in a house,1,1,0,,a carnalita in a house,a sister in a house
carnalita,sister,me with my sister,me with my sister,1,1,0,,me with my carnalita,me with my sister
carnalita,sister,a sister at a table,a sister at a table,1,1,0,,a carnalita at a table,a sister at a table
carnalita,sister,a sister at a park,a sister at a park,1,1,0,,a carnalita at a park,a sister at a park
carnales,brothers,a painting of brothers,a painting of brothers,1,1,0,,a painting of carnales,a painting of brothers
carnales,brothers,brothers in a house,brothers in a house,1,1,0,,carnales in a house,brothers in a house
carnales,brothers,me and my brothers,me and my brothers,1,1,0,,me and my carnales,me and my brothers
carnales,brothers,brothers by a table,brothers by a table,1,1,0,,carnales by a table,brothers by a table
carnales,brothers,brothers together,brothers together,1,1,0,,carnales together,brothers together
carnales,brothers,brothers walking,brothers walking,1,1,0,,carnales walking,brothers walking
carnalas,sisters,a painting of sisters,a painting of sisters,1,1,0,,a painting of carnalas,a painting of sisters
carnalas,sisters,sisters in a house,sisters in a house,1,1,0,,carnalas in a house,sisters in a house
carnalas,sisters,me and my sisters,me and my sisters,1,1,0,,me and my carnalas,me and my sisters
carnalas,sisters,sisters by a table,sisters by a table,1,1,0,,carnalas by a table,sisters by a table
carnalas,sisters,sisters together,sisters together,1,1,0,,carnalas together,sisters together
carnalas,sisters,sisters walking,sisters walking,1,1,0,,carnalas walking,sisters walking
Raza,Mexican American,a painting of Mexican American,a painting of Mexican American,1,1,0,,a painting of raza,a painting of Mexican American
Raza,Mexican American,a Mexican American at a park,a Mexican American at a park,1,1,0,,a raza at a park,a Mexican American at a park
Raza,Mexican American,a Mexican American neighborhood,a Mexican American neighborhood,1,1,0,,a raza neighborhood,a Mexican American neighborhood
Raza,Mexican American,a Mexican American at a store,a Mexican American at a store,1,1,0,,a raza at a store,a Mexican American at a store
Raza,Mexican American,a young Mexican American,a young Mexican American,1,1,0,,a young raza,a young Mexican American
Raza,Mexican American,an old Mexican American,an old Mexican American,1,1,0,,an old raza,an old Mexican American
vato,young man,a young man in a house,a young man in a house,1,1,0,,a vato in a house,a young man in a house
vato,young man,a young man in a park,a young man in a park,1,1,0,,a vato in a park,a young man in a park
vato,young man,a painting of a young man,a painting of a young man,1,1,0,,painting of a vato,a painting of a young man
vato,young man,a young man in a neighborhood,a young man in a neighborhood,1,1,0,,a vato in a neighborhood,a young man in a neighborhood
vato,young man,a young man on the ground,a young man on the ground,1,1,0,,a vato on the ground,a young man on the ground
vato,young man,a young man leaning,a young man leaning,1,1,0,,a vato leaning,a young man leaning
ese,young man,a painting of a young man,a painting of a young man,1,1,0,,a painting of an ese,a painting of a young man
ese,young man,a young man on a sidewalk,a young man on a sidewalk,1,1,0,,an ese on a sidewalk,a young man on a sidewalk
ese,young man,a young man on a trail,a young man on a trail,1,1,0,,an ese on a trail,a young man on a trail
ese,young man,a young man in a park,a young man in a park,1,1,0,,an ese in a park,a young man in a park
ese,young man,a young man in a neighborhood,a young man in a neighborhood,1,1,0,,an ese in a neighborhood,a young man in a neighborhood
ese,young man,a young man on a street,a young man on a street,1,1,0,,an ese on a street,a young man on a street
yonke,junkyard,a painting of a junkyard,a painting of a junkyard,0,1,0,,a painting of a yonke,a painting of a junkyard
yonke,junkyard,an old junkyard,an old junkyard,0,1,0,,an old yonke,an old junkyard
yonke,junkyard,a modern junkyard,a modern junkyard,0,1,0,,a modern yonke,a modern junkyard
yonke,junkyard,a big junkyard,a big junkyard,0,1,0,,a big yonke,a big junkyard
yonke,junkyard,a small junkyard,a small junkyard,0,1,0,,a small yonke,a small junkyard
yonke,junkyard,a dirty junkyard,a dirty junkyard,0,1,0,,a dirty yonke,a dirty junkyard
pisto,alcohol,a painting of alcohol,a painting of alcohol,0,1,0,,a painting of pisto,a painting of alcohol
pisto,alcohol,aged alcohol,aged alcohol,0,1,0,,aged pisto,aged alcohol
pisto,alcohol,strong alcohol,strong alcohol,0,1,0,,strong pisto,strong alcohol
pisto,alcohol,old alcohol,old alcohol,0,1,0,,old pisto,old alcohol
pisto,alcohol,a large alcohol,a large alcohol,0,1,0,,a large pisto,a large alcohol
pisto,alcohol,a small alcohol,a small alcohol,0,1,0,,a small pisto,a small alcohol
bato,man,a painting of a man,a painting of a man,1,1,0,,a painting of a bato,a painting of a man
bato,man,a big man,a big man,1,1,0,,a big bato,a big man
bato,man,a smaller man,a smaller man,1,1,0,,a smaller bato,a smaller man
bato,man,a man in a house,a man in a house,1,1,0,,a bato in a house,a man in a house
bato,man,a man in a park,a man in a park,1,1,0,,a bato in a park,a man in a park
bato,man,a man on a street,a man on a street,1,1,0,,a bato on a street,a man on a street
madrina,godmother,a painting of a godmother,a painting of a godmother,1,1,0,,a painting of a madrina,a painting of a godmother
madrina,godmother,an old godmother,an old godmother,1,1,0,,an old madrina,an old godmother
madrina,godmother,a middle-aged godmother,a middle-aged godmother,1,1,0,,a middle-aged madrina,a middle-aged godmother
madrina,godmother,a godmother in a house,a godmother in a house,1,1,0,,a madrina in a house,a godmother in a house
madrina,godmother,a godmother at a park,a godmother at a park,1,1,0,,a madrina at a park,a godmother at a park
madrina,godmother,a godmother in a car,a godmother in a car,1,1,0,,a madrina in a car,a godmother in a car
loco,crazy,a guy acting crazy,a guy acting crazy,1,1,0,,a guy acting loco,a guy acting crazy
loco,crazy,a crazy cat,a crazy cat,1,1,0,,a loco cat,a crazy cat
loco,crazy,a crazy dog,a crazy dog,1,1,0,,a loco dog,a crazy dog
loco,crazy,a child acting crazy,a child acting crazy,0,1,0,,a child acting loco,a child acting crazy
loco,crazy,a crazy painting,a crazy painting,1,1,0,,a loco painting,a crazy painting
loco,crazy,a crazy toy,a crazy toy,1,1,0,,a loco toy,a crazy toy
mi'ja,daughter,a daughter,a daughter,1,1,0,,a mi'ja,a daughter
mi'ja,daughter,a daughter at home,a daughter at home,1,1,0,,a mi'ja at home,a daughter at home
mi'ja,daughter,a daughter at a park,a daughter at a park,1,1,0,,a mi'ja at a park,a daughter at a park
mi'ja,daughter,a younger daughter,a younger daughter,1,1,0,,a younger mi'ja,a younger daughter
mi'ja,daughter,an older daughter,an older daughter,1,1,0,,an older mi'ja,an older daughter
mi'ja,daughter,a painting of a daugher,a painting of a daugher,1,1,0,,a painting of a mi'ja,a painting of a daugher
mijo,son,a son,a son,1,1,0,,a mijo,a son
mijo,son,a son at home,a son at home,1,1,0,,a mijo at home,a son at home
mijo,son,a son at a park,a son at a park,1,1,0,,a mijo at a park,a son at a park
mijo,son,a younger son,a younger son,1,1,0,,a younger mijo,a younger son
mijo,son,an older son,an older son,1,1,0,,an older mijo,an older son
mijo,son,a painting of a son,a painting of a son,1,1,0,,a painting of a mijo,a painting of a son
carnitas,pulled pork,a painting of pulled pork,a painting of pulled pork,0,1,0,,a painting of carnitas,a painting of pulled pork
carnitas,pulled pork,pulled pork in a bowl,pulled pork in a bowl,0,1,0,,carnitas in a bowl,pulled pork in a bowl
carnitas,pulled pork,pulled pork on a table,pulled pork on a table,0,1,0,,carnitas on a table,pulled pork on a table
carnitas,pulled pork,lots of pulled pork,lots of pulled pork,0,1,0,,lots of carnitas,lots of pulled pork
carnitas,pulled pork,pulled pork at a store,pulled pork at a store,0,1,0,,carnitas at a store,pulled pork at a store
carnitas,pulled pork,a small amount of pulled pork,a small amount of pulled pork,0,1,0,,a small amount of carnitas,a small amount of pulled pork
Califas,California,a painting of California,a painting of California,0,1,0,,a painting of Califas,a painting of California
Califas,California,a California landscape,a California landscape,1,1,0,,a Califas landscape,a California landscape
Califas,California,a city in California,a city in California,1,1,0,,a city in Califas,a city in California
Califas,California,older California,older California,0,1,0,,older Califas,older California
Califas,California,an iconic bridge in California,an iconic bridge in California,0,1,0,,an iconic bridge in Califas,an iconic bridge in California
califas,California,a California suburb,a California suburb,1,1,0,,a Califas suburb,a California suburb
baro,money,money on a counter,money on a counter,0,1,0,,baro on a counter,money on a counter
baro,money,a painting of money,a painting of money,0,1,0,,a painting of baro,a painting of money
baro,money,money on a table,money on a table,0,1,0,,baro on a table,money on a table
baro,money,money in the car,money in the car,0,1,0,,baro in the car,money in the car
baro,money,money on the sidewalk,money on the sidewalk,1,1,0,,baro on the sidewalk,money on the sidewalk
baro,money,a person holding money,a person holding money,0,1,0,,a person holding baro,a person holding money
cuate,close friend,a painting of a close friend,a painting of a close friend,1,1,0,,a painting of a cuate,a painting of a close friend
cuate,close friend,me and my close friend,me and my close friend,1,1,0,,me and my cuate,me and my close friend
cuate,close friend,a close friend in a house,a close friend in a house,1,1,0,,a cuate in a house,a close friend in a house
cuate,close friend,a close friend at a cafe,a close friend at a cafe,1,1,0,,a cuate at a cafe,a close friend at a cafe
cuate,close friend,a close friend on the sidewalk,a close friend on the sidewalk,1,1,0,,a cuate on the sidewalk,a close friend on the sidewalk
cuate,close friend,a close friend in a park,a close friend in a park,1,1,0,,a cuate in a park,a close friend in a park
apapachar,pamper,a cat getting pampered,a cat getting pampered,0,1,0,,a cat getting apapachar,a cat getting pampered
apapachar,pamper,a dog getting pampered,a dog getting pampered,0,1,0,,a dog getting apapachar,a dog getting pampered
apapachar,pamper,a person pampered himself,a person pampered himself,1,1,0,,a person apapachar himself,a person pampered himself
apapachar,pamper,a couple getting pampered,a couple getting pampered,1,1,0,,a couple getting apapachar,a couple getting pampered
apapachar,pamper,a woman getting pampered,a woman getting pampered,1,1,0,,a woman getting apapachar,a woman getting pampered
apapachar,pamper,a man getting pampered,a man getting pampered,0,1,0,,a man getting apapachar,a man getting pampered
lonche,lunch,lunch in the house,lunch in the house,0,1,0,,lonche in the house,lunch in the house
lonche,lunch,getting lunch,getting lunch,0,1,0,,getting lonche,getting lunch
lonche,lunch,lunch at the park,lunch at the park,0,1,0,,lonche at the park,lunch at the park
lonche,lunch,a couple getting lunch,a couple getting lunch,1,1,0,,a couple getting lonche,a couple getting lunch
lonche,lunch,lunch in the forest,lunch in the forest,0,1,0,,lonche in the forest,lunch in the forest
lonche,lunch,lunch in the meadow,lunch in the meadow,1,1,0,,lonche in the meadow,lunch in the meadow
chamaco,boy,a boy at the park,a boy at the park,1,1,0,,a chamaco at the park,a boy at the park
chamaco,boy,a boy in a house,a boy in a house,1,1,0,,a chamaco in a house,a boy in a house
chamaco,boy,a boy on the sidewalk,a boy on the sidewalk,1,1,0,,a chamaco on the sidewalk,a boy on the sidewalk
chamaco,boy,a painting of a chamaco,a painting of a chamaco,1,1,0,,a painting of a chamaco,a painting of a chamaco
chamaco,boy,a boy at a school,a boy at a school,1,1,0,,a chamaco at a school,a boy at a school
chamaco,boy,a boy and a soccer ball,a boy and a soccer ball,1,1,0,,a chamaco and a soccer ball,a boy and a soccer ball
chamaca,girl,a girl at the park,a girl at the park,1,1,0,,a chamaca at the park,a girl at the park
chamaca,girl,a girl in a house,a girl in a house,1,1,0,,a chamaca in a house,a girl in a house
chamaca,girl,a girl on the sidewalk,a girl on the sidewalk,1,1,0,,a chamaca on the sidewalk,a girl on the sidewalk
chamaca,girl,a girl and a basketball,a girl and a basketball,1,1,0,,a chamaca and a basketball,a girl and a basketball
chamaca,girl,a girl at a school,a girl at a school,1,1,0,,a chamaca at a school,a girl at a school
chamaca,girl,a girl at a store,a girl at a store,1,1,0,,a chamaca at a store,a girl at a store
chanclas,flip-flops,a pair of colorful flip-flops,a pair of colorful flip-flops,0,1,0,,a pair of colorful chanclas,a pair of colorful flip-flops
chanclas,flip-flops,dirty flip-flops on the floor,dirty flip-flops on the floor,0,1,0,,dirty chanclas on the floor,dirty flip-flops on the floor
chanclas,flip-flops,flip-flops at the beach,flip-flops at the beach,0,1,0,,chanclas at the beach,flip-flops at the beach
chanclas,flip-flops,new flip-flops in a store,new flip-flops in a store,0,1,0,,new chanclas in a store,new flip-flops in a store
chanclas,flip-flops,a woman wearing flip-flops,a woman wearing flip-flops,1,1,0,,a woman wearing chanclas,a woman wearing flip-flops
chanclas,flip-flops,broken flip-flops,broken flip-flops,0,1,0,,broken chanclas,broken flip-flops
frijol,bean,a bowl of cooked beans,a bowl of cooked beans,0,1,0,,a bowl of cooked frijol,a bowl of cooked beans
frijol,bean,beans on a wooden table,beans on a wooden table,0,1,0,,frijol on a wooden table,beans on a wooden table
frijol,bean,a spoonful of beans,a spoonful of beans,0,1,0,,a spoonful of frijol,a spoonful of beans
frijol,bean,uncooked beans in a bowl,uncooked beans in a bowl,0,1,0,,uncooked frijol in a bowl,uncooked beans in a bowl
frijol,bean,beans spilled on the floor,beans spilled on the floor,0,1,0,,frijol spilled on the floor,beans spilled on the floor
frijol,bean,a bag of dried beans,a bag of dried beans,0,1,0,,a bag of dried frijol,a bag of dried beans
refri,fridge,a modern fridge,a modern fridge,0,1,0,,a modern refri,a modern fridge
refri,fridge,an open fridge,an open fridge,0,1,0,,an open refri,an open fridge
refri,fridge,a dirty fridge,a dirty fridge,0,1,0,,a dirty refri,a dirty fridge
refri,fridge,a white fridge,a white fridge,0,1,0,,a white refri,a white fridge
refri,fridge,an empty fridge,an empty fridge,0,1,0,,an empty refri,an empty fridge
refri,fridge,a broken fridge,a broken fridge,0,1,0,,a broken refri,a broken fridge
